date,outlet,transaction_count,total_revenue,avg_transaction_value,total_items,avg_basket_size,zero_value_transactions,day_name,day_of_week,is_weekend,month,tx_lag_1,rev_lag_1_x,tx_roll_mean_7,tx_roll_std_7,tx_diff_from_roll7,tx_zscore_roll7,tx_pct_change_1d,paid_revenue,rev_lag_1_y,rev_roll_mean_7,rev_roll_std_7,rev_diff_from_roll7,rev_zscore_roll7,rev_pct_change_1d
2025-01-13,SHOP001,78,1908000,24461.53846153846,87,1.1153846153846154,1,Monday,0,0,1,99.0,2365000.0,89.42857142857143,13.364843718467027,-11.42857142857143,-0.8551219014748351,-0.21212120997857364,1908000,2365000.0,2195857.1428571427,299232.5898981308,-287857.1428571427,-0.961984598516416,-0.19323467230435806
2025-01-14,SHOP001,88,2213000,25147.727272727272,103,1.1704545454545454,1,Tuesday,1,0,1,78.0,1908000.0,88.85714285714286,13.813382055438984,-0.8571428571428612,-0.06205162440676424,0.12820512656147273,2213000,1908000.0,2199142.8571428573,295351.44521480886,13857.142857142724,0.046917470970956374,0.1598532494758072
2025-01-15,SHOP001,93,2229000,23967.74193548387,106,1.1397849462365592,4,Wednesday,2,0,1,88.0,2213000.0,87.71428571428571,13.450084085416039,5.285714285714292,0.39298742365917116,0.05681818117252067,2229000,2213000.0,2162142.8571428573,270663.64647623,66857.14285714272,0.24701190472865067,0.007230004518749558
2025-01-16,SHOP001,92,1998000,21717.391304347828,101,1.0978260869565215,4,Thursday,3,0,1,93.0,2229000.0,85.28571428571429,9.793097666456807,6.714285714285708,0.6856140168671425,-0.01075268805642271,1998000,2229000.0,2102571.4285714286,175624.46407306838,-104571.42857142864,-0.5954263212858909,-0.10363391655446226
2025-01-17,SHOP001,70,1783000,25471.42857142857,81,1.1571428571428573,1,Friday,4,0,1,92.0,1998000.0,88.14285714285714,8.029706749078096,-18.14285714285714,-2.259466684194098,-0.23913043218336488,1783000,1998000.0,2108142.8571428573,170864.88674917858,-325142.8571428573,-1.902923785729296,-0.10760760760755375
2025-01-18,SHOP001,92,2231000,24250.0,108,1.173913043478261,5,Saturday,5,1,1,70.0,1783000.0,85.28571428571429,10.451702982676798,6.714285714285708,0.6424106275315793,0.31428570979591847,2231000,1783000.0,2061000.0,210279.97210068957,170000.0,0.8084459889398762,0.25126191811539467
2025-01-19,SHOP001,79,1981000,25075.949367088608,93,1.1772151898734178,2,Sunday,6,1,1,92.0,2231000.0,87.42857142857143,9.997618764104823,-8.42857142857143,-0.84305781050337,-0.14130434629017016,1981000,2231000.0,2103857.1428571427,209940.01410833906,-122857.14285714272,-0.5852011746229443,-0.11205737337511787
2025-01-20,SHOP001,89,2309000,25943.8202247191,107,1.202247191011236,3,Monday,0,0,1,79.0,1981000.0,84.57142857142857,8.941609528064886,4.428571428571431,0.49527670822516223,0.12658227687870535,2309000,1981000.0,2049000.0,178083.31383559437,260000.0,1.4599908009268667,0.1655729429580184
2025-01-21,SHOP001,88,2237000,25420.454545454544,108,1.2272727272727273,3,Tuesday,1,0,1,89.0,2309000.0,86.14285714285714,8.552359741197572,1.8571428571428612,0.2171497336632235,-0.011235954929933092,2237000,2309000.0,2106285.714285714,189309.8996229151,130714.28571428591,0.6904778142821066,-0.031182330012979136
2025-01-22,SHOP001,80,2178000,27225.0,99,1.2375,2,Wednesday,2,0,1,88.0,2237000.0,86.14285714285714,8.552359741197572,-6.142857142857139,-0.7182645036552756,-0.09090908987603308,2178000,2237000.0,2109714.285714286,191766.1025709137,68285.71428571409,0.35608855459794536,-0.02637460885112813
2025-01-23,SHOP001,103,2469000,23970.873786407767,115,1.116504854368932,3,Thursday,3,0,1,80.0,2178000.0,84.28571428571429,8.220184217609015,18.714285714285708,2.276625795997464,0.28749999640625007,2469000,2178000.0,2102428.5714285714,187397.84518759145,366571.42857142864,1.956113359801562,0.13360881542693592
2025-01-24,SHOP001,95,2272000,23915.78947368421,107,1.1263157894736842,5,Friday,4,0,1,103.0,2469000.0,85.85714285714286,10.636863125135013,9.142857142857139,0.8595444141523326,-0.07766990215854463,2272000,2469000.0,2169714.285714286,224531.1517256308,102285.71428571409,0.45555244116080645,-0.07978938841633058
2025-01-25,SHOP001,85,2058000,24211.764705882357,97,1.1411764705882352,0,Saturday,5,1,1,95.0,2272000.0,89.42857142857143,8.383657572069268,-4.428571428571431,-0.5282385238499001,-0.10526315678670362,2058000,2272000.0,2239571.4285714286,146764.95624280532,-181571.42857142864,-1.2371579239243116,-0.09419014084502897
2025-01-26,SHOP001,81,2058000,25407.40740740741,93,1.148148148148148,2,Sunday,6,1,1,85.0,2058000.0,88.42857142857143,8.443086774735546,-7.428571428571431,-0.8798406017760616,-0.047058822975778555,2058000,2058000.0,2214857.1428571427,162202.98864019028,-156857.14285714272,-0.9670422485502217,0.0
2025-01-27,SHOP001,74,1766000,23864.864864864863,86,1.162162162162162,3,Monday,0,0,1,81.0,2058000.0,88.71428571428571,8.097618697581938,-14.714285714285708,-1.817112468084862,-0.08641975201950924,1766000,2058000.0,2225857.1428571427,145445.7843681843,-459857.1428571427,-3.1617082946171173,-0.14188532555872602
2025-01-28,SHOP001,88,2153000,24465.90909090909,98,1.1136363636363635,2,Tuesday,1,0,1,74.0,1766000.0,86.57142857142857,9.812528434899653,1.4285714285714306,0.14558646045845364,0.18918918663257855,2153000,1766000.0,2148285.714285714,219606.249368967,4714.285714285914,0.021466992527812062,0.21913929784812053
2025-01-29,SHOP001,85,2115000,24882.352941176472,98,1.152941176470588,5,Wednesday,2,0,1,88.0,2153000.0,86.57142857142857,9.812528434899653,-1.5714285714285694,-0.16014510650429856,-0.034090908703512404,2115000,2153000.0,2136285.714285714,216219.57534391957,-21285.714285714086,-0.09844489913440313,-0.017649790989309036
